#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ntp
#open	2026-04-16-04-14-46
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	mode	stratum	poll	precision	root_delay	root_disp	ref_id	ref_time	org_time	rec_time	xmt_time	num_exts
#types	time	string	addr	port	addr	port	count	count	count	interval	interval	interval	interval	string	time	time	time	time	count
1776310915.936398	C7hb4f4z0IrUvGHyw8	103.98.152.107	58706	103.221.223.143	123	4	4	3	512.000000	0.000000	0.058151	0.060684	103.130.217.41	1776310413.070801	1369111237.082543	1776310915.923580	1776310915.923615	0
1776311039.495021	Ce6uty20GzTA2s5nl	103.98.152.145	58020	185.125.190.57	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1776311039.115444	0
1776311039.709465	Ce6uty20GzTA2s5nl	103.98.152.145	58020	185.125.190.57	123	4	4	2	1.000000	0.000000	0.005478	0.000748	99.220.8.133	1776310550.155072	1776311039.115444	1776311039.593897	1776311039.593926	0
1776311050.724322	C8lOYg1hEDQ4U2zqah	103.98.152.107	59899	185.125.190.56	123	4	3	0	1024.000000	4.294967296e+09	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-612932481.138568	0
1776311050.925404	C8lOYg1hEDQ4U2zqah	103.98.152.107	59899	185.125.190.56	123	4	4	2	1024.000000	0.000000	0.005478	0.000977	146.131.121.246	1776310211.976465	-612932481.138568	1776311050.820362	1776311050.820385	0
1776311060.372805	CjNMOc3artKLA3iwX2	103.98.152.5	123	52.148.114.188	123	3	3	4	1024.000000	0.000000	0.025009	0.034561	52.148.114.188	1776311001.274460	1776310036.314138	1776310036.326358	1776311060.367462	0
1776311060.397046	CjNMOc3artKLA3iwX2	103.98.152.5	123	52.148.114.188	123	3	4	3	1024.000000	0.000000	0.000641	0.012726	10.0.6.21	1776311054.597829	1776311060.367462	1776311060.379828	1776311060.379830	0
1776311104.709609	CeJ2q735LbG8BffRE1	103.98.152.107	41089	185.125.190.58	123	4	3	0	1024.000000	4.294967296e+09	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-1220653052.572384	0
1776311104.920282	CeJ2q735LbG8BffRE1	103.98.152.107	41089	185.125.190.58	123	4	4	2	1024.000000	0.000000	0.005463	0.000244	99.220.8.133	1776311057.096650	-1220653052.572384	1776311104.802790	1776311104.802849	0
1776311109.484225	C2WPItCJUq0bHlYif	103.98.152.6	56479	185.125.190.57	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-484850324.541480	0
